full_phrase,appliedOverrides,doNotApply,base_verb,present_yo,present_tú,present_usted,present_nosotros,present_vosotros,present_ustedes,incomplete past_yo,incomplete past_tú,incomplete past_usted,incomplete past_nosotros,incomplete past_vosotros,incomplete past_ustedes,past_yo,past_tú,past_usted,past_nosotros,past_vosotros,past_ustedes,future_yo,future_tú,future_usted,future_nosotros,future_vosotros,future_ustedes,conditional_yo,conditional_tú,conditional_usted,conditional_nosotros,conditional_vosotros,conditional_ustedes,present subjective_yo,present subjective_tú,present subjective_usted,present subjective_nosotros,present subjective_vosotros,present subjective_ustedes,past subjective_yo,past subjective_tú,past subjective_usted,past subjective_nosotros,past subjective_vosotros,past subjective_ustedes,imperative positive_yo,imperative positive_tú,imperative positive_usted,imperative positive_nosotros,imperative positive_vosotros,imperative positive_ustedes,imperative negative_yo,imperative negative_tú,imperative negative_usted,imperative negative_nosotros,imperative negative_vosotros,imperative negative_ustedes,gerund,past participle,
"bajar",,,,"bajo","bajas","baja","bajamos","bajáis","bajan","bajaba","bajabas","bajaba","bajábamos","bajabais","bajaban","bajé","bajaste","bajó","bajamos","bajasteis","bajaron","bajaré","bajarás","bajará","bajaremos","bajaréis","bajarán","bajaría","bajarías","bajaría","bajaríamos","bajaríais","bajarían","baje","bajes","baje","bajemos","bajéis","bajen","bajara","bajaras","bajara","bajáramos","bajarais","bajaran",,"baja","baje","bajemos","bajad","bajen",,"bajes","baje","bajemos","bajéis","bajen","bajando","bajado"
"balbucear",,,,"balbuceo","balbuceas","balbucea","balbuceamos","balbuceáis","balbucean","balbuceaba","balbuceabas","balbuceaba","balbuceábamos","balbuceabais","balbuceaban","balbuceé","balbuceaste","balbuceó","balbuceamos","balbuceasteis","balbucearon","balbucearé","balbucearás","balbuceará","balbucearemos","balbucearéis","balbucearán","balbucearía","balbucearías","balbucearía","balbucearíamos","balbucearíais","balbucearían","balbucee","balbucees","balbucee","balbuceemos","balbuceéis","balbuceen","balbuceara","balbucearas","balbuceara","balbuceáramos","balbucearais","balbucearan",,"balbucea","balbucee","balbuceemos","balbucead","balbuceen",,"balbucees","balbucee","balbuceemos","balbuceéis","balbuceen","balbuceando","balbuceado"
"bañarse",,,"bañar","me baño","te bañas","se baña","nos bañamos","os bañáis","se bañan","me bañaba","te bañabas","se bañaba","nos bañábamos","os bañabais","se bañaban","me bañé","te bañaste","se bañó","nos bañamos","os bañasteis","se bañaron","me bañaré","te bañarás","se bañará","nos bañaremos","os bañaréis","se bañarán","me bañaría","te bañarías","se bañaría","nos bañaríamos","os bañaríais","se bañarían","me bañe","te bañes","se bañe","nos bañemos","os bañéis","se bañen","me bañara","te bañaras","se bañara","nos bañáramos","os bañarais","se bañaran",,"báñate","báñese","bañémonos","bañaos","báñense",,"te bañes","báñese","bañémonos","os bañéis","báñense","bañándose","bañado"
"barrer",,,,"barro","barres","barre","barremos","barréis","barren","barría","barrías","barría","barríamos","barríais","barrían","barrí","barriste","barrió","barrimos","barristeis","barrieron","barreré","barrerás","barrerá","barreremos","barreréis","barrerán","barrería","barrerías","barrería","barreríamos","barreríais","barrerían","barra","barras","barra","barramos","barráis","barran","barriera","barrieras","barriera","barriéramos","barrierais","barrieran",,"barre","barra","barramos","barred","barran",,"barras","barra","barramos","barráis","barran","barriendo","barrido"
"bastar",,,,"basto","bastas","basta","bastamos","bastáis","bastan","bastaba","bastabas","bastaba","bastábamos","bastabais","bastaban","basté","bastaste","bastó","bastamos","bastasteis","bastaron","bastaré","bastarás","bastará","bastaremos","bastaréis","bastarán","bastaría","bastarías","bastaría","bastaríamos","bastaríais","bastarían","baste","bastes","baste","bastemos","bastéis","basten","bastara","bastaras","bastara","bastáramos","bastarais","bastaran",,"basta","baste","bastemos","bastad","basten",,"bastes","baste","bastemos","bastéis","basten","bastando","bastado"
"bautizar","['zar']",,,"bautizo","bautizas","bautiza","bautizamos","bautizáis","bautizan","bautizaba","bautizabas","bautizaba","bautizábamos","bautizabais","bautizaban","bauticé","bautizaste","bautizó","bautizamos","bautizasteis","bautizaron","bautizaré","bautizarás","bautizará","bautizaremos","bautizaréis","bautizarán","bautizaría","bautizarías","bautizaría","bautizaríamos","bautizaríais","bautizarían","bautice","bautices","bautice","bauticemos","bauticéis","bauticen","bautizara","bautizaras","bautizara","bautizáramos","bautizarais","bautizaran",,"bautiza","bautice","bauticemos","bautizad","bauticen",,"bautices","bautice","bauticemos","bauticéis","bauticen","bautizando","bautizado"
"beber",,,,"bebo","bebes","bebe","bebemos","bebéis","beben","bebía","bebías","bebía","bebíamos","bebíais","bebían","bebí","bebiste","bebió","bebimos","bebisteis","bebieron","beberé","beberás","beberá","beberemos","beberéis","beberán","bebería","beberías","bebería","beberíamos","beberíais","beberían","beba","bebas","beba","bebamos","bebáis","beban","bebiera","bebieras","bebiera","bebiéramos","bebierais","bebieran",,"bebe","beba","bebamos","bebed","beban",,"bebas","beba","bebamos","bebáis","beban","bebiendo","bebido"
"bendecir","[u'go', u'e:i', u'bendecir_irregular', u'stem_changing_ir_e:i']","['v_cir']",,"bendicgo","bendices","bendice","bendecimos","bendecís","bendicen","bendecía","bendecías","bendecía","bendecíamos","bendecíais","bendecían","bendijí","bendijiste","bendijió","bendijimos","bendijisteis","bendijieron","bendeciré","bendecirás","bendecirá","bendeciremos","bendeciréis","bendecirán","bendeciría","bendecirías","bendeciría","bendeciríamos","bendeciríais","bendecirían","bendicga","bendicgas","bendicga","bendicgamos","bendicgáis","bendicgan","bendijiera","bendijieras","bendijiera","bendijiéramos","bendijierais","bendijieran",,"bendice","bendicga","bendicgamos","bendecid","bendicgan",,"bendicgas","bendicga","bendicgamos","bendicgáis","bendicgan","bendiciendo","bendecido"
"borrar",,,,"borro","borras","borra","borramos","borráis","borran","borraba","borrabas","borraba","borrábamos","borrabais","borraban","borré","borraste","borró","borramos","borrasteis","borraron","borraré","borrarás","borrará","borraremos","borraréis","borrarán","borraría","borrarías","borraría","borraríamos","borraríais","borrarían","borre","borres","borre","borremos","borréis","borren","borrara","borraras","borrara","borráramos","borrarais","borraran",,"borra","borre","borremos","borrad","borren",,"borres","borre","borremos","borréis","borren","borrando","borrado"
"bostezar","['zar']",,,"bostezo","bostezas","bosteza","bostezamos","bostezáis","bostezan","bostezaba","bostezabas","bostezaba","bostezábamos","bostezabais","bostezaban","bostecé","bostezaste","bostezó","bostezamos","bostezasteis","bostezaron","bostezaré","bostezarás","bostezará","bostezaremos","bostezaréis","bostezarán","bostezaría","bostezarías","bostezaría","bostezaríamos","bostezaríais","bostezarían","bostece","bosteces","bostece","bostecemos","bostecéis","bostecen","bostezara","bostezaras","bostezara","bostezáramos","bostezarais","bostezaran",,"bosteza","bostece","bostecemos","bostezad","bostecen",,"bosteces","bostece","bostecemos","bostecéis","bostecen","bostezando","bostezado"
"botar",,,,"boto","botas","bota","botamos","botáis","botan","botaba","botabas","botaba","botábamos","botabais","botaban","boté","botaste","botó","botamos","botasteis","botaron","botaré","botarás","botará","botaremos","botaréis","botarán","botaría","botarías","botaría","botaríamos","botaríais","botarían","bote","botes","bote","botemos","botéis","boten","botara","botaras","botara","botáramos","botarais","botaran",,"bota","bote","botemos","botad","boten",,"botes","bote","botemos","botéis","boten","botando","botado"
"broncear",,,,"bronceo","bronceas","broncea","bronceamos","bronceáis","broncean","bronceaba","bronceabas","bronceaba","bronceábamos","bronceabais","bronceaban","bronceé","bronceaste","bronceó","bronceamos","bronceasteis","broncearon","broncearé","broncearás","bronceará","broncearemos","broncearéis","broncearán","broncearía","broncearías","broncearía","broncearíamos","broncearíais","broncearían","broncee","broncees","broncee","bronceemos","bronceéis","bronceen","bronceara","broncearas","bronceara","bronceáramos","broncearais","broncearan",,"broncea","broncee","bronceemos","broncead","bronceen",,"broncees","broncee","bronceemos","bronceéis","bronceen","bronceando","bronceado"
"bullir","[u'll_\xf1']",,,"bullo","bulles","bulle","bullimos","bullís","bullen","bullía","bullías","bullía","bullíamos","bullíais","bullían","bullí","bulliste","bulló","bullimos","bullisteis","bulleron","bulliré","bullirás","bullirá","bulliremos","bulliréis","bullirán","bulliría","bullirías","bulliría","bulliríamos","bulliríais","bullirían","bulla","bullas","bulla","bullamos","bulláis","bullan","bullera","bulleras","bullera","bulléramos","bullerais","bulleran",,"bulle","bulla","bullamos","bullid","bullan",,"bullas","bulla","bullamos","bulláis","bullan","bullendo","bullido"
"burlarse",,,"burlar","me burlo","te burlas","se burla","nos burlamos","os burláis","se burlan","me burlaba","te burlabas","se burlaba","nos burlábamos","os burlabais","se burlaban","me burlé","te burlaste","se burló","nos burlamos","os burlasteis","se burlaron","me burlaré","te burlarás","se burlará","nos burlaremos","os burlaréis","se burlarán","me burlaría","te burlarías","se burlaría","nos burlaríamos","os burlaríais","se burlarían","me burle","te burles","se burle","nos burlemos","os burléis","se burlen","me burlara","te burlaras","se burlara","nos burláramos","os burlarais","se burlaran",,"búrlate","búrlese","burlémonos","burlaos","búrlense",,"te burles","búrlese","burlémonos","os burléis","búrlense","burlándose","burlado"
"buscar","['car']",,,"busco","buscas","busca","buscamos","buscáis","buscan","buscaba","buscabas","buscaba","buscábamos","buscabais","buscaban","busqué","buscaste","buscó","buscamos","buscasteis","buscaron","buscaré","buscarás","buscará","buscaremos","buscaréis","buscarán","buscaría","buscarías","buscaría","buscaríamos","buscaríais","buscarían","busque","busques","busque","busquemos","busquéis","busquen","buscara","buscaras","buscara","buscáramos","buscarais","buscaran",,"busca","busque","busquemos","buscad","busquen",,"busques","busque","busquemos","busquéis","busquen","buscando","buscado"
"caber","[u'e_and_o', u'caber_irregular']",,,"quepo","cabes","cabe","cabemos","cabéis","caben","cabía","cabías","cabía","cabíamos","cabíais","cabían","cupe","cupiste","cupo","cupimos","cupisteis","cupieron","caberé","caberás","caberá","caberemos","caberéis","caberán","cabería","caberías","cabería","caberíamos","caberíais","caberían","quepa","quepas","quepa","quepamos","quepáis","quepan","cupiera","cupieras","cupiera","cupiéramos","cupierais","cupieran",,"cabe","quepa","quepamos","cabed","quepan",,"quepas","quepa","quepamos","quepáis","quepan","cabiendo","cabido"
"caer","[u'igo', u'aer', u'i2y', u'yendo']",,,"caigo","caes","cae","caemos","caéis","caen","caía","caías","caía","caíamos","caíais","caían","caí","caíste","cayó","caímos","caísteis","cayeron","caeré","caerás","caerá","caeremos","caeréis","caerán","caería","caerías","caería","caeríamos","caeríais","caerían","caiga","caigas","caiga","caigamos","caigáis","caigan","cayera","cayeras","cayera","cayéramos","cayerais","cayeran",,"cae","caiga","caigamos","caed","caigan",,"caigas","caiga","caigamos","caigáis","caigan","cayendo","caido"
"caerse","[u'igo', u'aer', u'i2y', u'yendo']",,"caer","me caigo","te caes","se cae","nos caemos","os caéis","se caen","me caía","te caías","se caía","nos caíamos","os caíais","se caían","me caí","te caíste","se cayó","nos caímos","os caísteis","se cayeron","me caeré","te caerás","se caerá","nos caeremos","os caeréis","se caerán","me caería","te caerías","se caería","nos caeríamos","os caeríais","se caerían","me caiga","te caigas","se caiga","nos caigamos","os caigáis","se caigan","me cayera","te cayeras","se cayera","nos cayéramos","os cayerais","se cayeran",,"cáete","cáigase","caigámonos","caeos","cáiganse",,"te caigas","cáigase","caigámonos","os caigáis","cáiganse","cayéndose","caido"
"calentar","[u'e:ie', 'pres_sub_inf']",,,"caliento","calientas","calienta","calentamos","calentáis","calientan","calentaba","calentabas","calentaba","calentábamos","calentabais","calentaban","calenté","calentaste","calentó","calentamos","calentasteis","calentaron","calentaré","calentarás","calentará","calentaremos","calentaréis","calentarán","calentaría","calentarías","calentaría","calentaríamos","calentaríais","calentarían","caliente","calientes","caliente","calentemos","calentéis","calienten","calentara","calentaras","calentara","calentáramos","calentarais","calentaran",,"calienta","caliente","calentemos","calentad","calienten",,"calientes","caliente","calentemos","calentéis","calienten","calentando","calentado"
"callarse",,,"callar","callo","callas","calla","callamos","calláis","callan","callaba","callabas","callaba","callábamos","callabais","callaban","callé","callaste","calló","callamos","callasteis","callaron","callaré","callarás","callará","callaremos","callaréis","callarán","callaría","callarías","callaría","callaríamos","callaríais","callarían","calle","calles","calle","callemos","calléis","callen","callara","callaras","callara","calláramos","callarais","callaran",,"cállate","cállese","callémonos","callaos","cállense",,"te calles","cállese","callémonos","os calléis","cállense","callando","callado"
"calzar","['zar']",,,"calzo","calzas","calza","calzamos","calzáis","calzan","calzaba","calzabas","calzaba","calzábamos","calzabais","calzaban","calcé","calzaste","calzó","calzamos","calzasteis","calzaron","calzaré","calzarás","calzará","calzaremos","calzaréis","calzarán","calzaría","calzarías","calzaría","calzaríamos","calzaríais","calzarían","calce","calces","calce","calcemos","calcéis","calcen","calzara","calzaras","calzara","calzáramos","calzarais","calzaran",,"calza","calce","calcemos","calzad","calcen",,"calces","calce","calcemos","calcéis","calcen","calzando","calzado"
"cambiar",,,,"cambio","cambias","cambia","cambiamos","cambiáis","cambian","cambiaba","cambiabas","cambiaba","cambiábamos","cambiabais","cambiaban","cambié","cambiaste","cambió","cambiamos","cambiasteis","cambiaron","cambiaré","cambiarás","cambiará","cambiaremos","cambiaréis","cambiarán","cambiaría","cambiarías","cambiaría","cambiaríamos","cambiaríais","cambiarían","cambie","cambies","cambie","cambiemos","cambiéis","cambien","cambiara","cambiaras","cambiara","cambiáramos","cambiarais","cambiaran",,"cambia","cambie","cambiemos","cambiad","cambien",,"cambies","cambie","cambiemos","cambiéis","cambien","cambiando","cambiado"
"caminar",,,,"camino","caminas","camina","caminamos","camináis","caminan","caminaba","caminabas","caminaba","caminábamos","caminabais","caminaban","caminé","caminaste","caminó","caminamos","caminasteis","caminaron","caminaré","caminarás","caminará","caminaremos","caminaréis","caminarán","caminaría","caminarías","caminaría","caminaríamos","caminaríais","caminarían","camine","camines","camine","caminemos","caminéis","caminen","caminara","caminaras","caminara","camináramos","caminarais","caminaran",,"camina","camine","caminemos","caminad","caminen",,"camines","camine","caminemos","caminéis","caminen","caminando","caminado"
"cansarse",,,"cansar","me canso","te cansas","se cansa","nos cansamos","os cansáis","se cansan","me cansaba","te cansabas","se cansaba","nos cansábamos","os cansabais","se cansaban","me cansé","te cansaste","se cansó","nos cansamos","os cansasteis","se cansaron","me cansaré","te cansarás","se cansará","nos cansaremos","os cansaréis","se cansarán","me cansaría","te cansarías","se cansaría","nos cansaríamos","os cansaríais","se cansarían","me canse","te canses","se canse","nos cansemos","os canséis","se cansen","me cansara","te cansaras","se cansara","nos cansáramos","os cansarais","se cansaran",,"cánsate","cánsese","cansémonos","cansaos","cánsense",,"te canses","cánsese","cansémonos","os canséis","cánsense","cansándose","cansado"
"cantar",,,,"canto","cantas","canta","cantamos","cantáis","cantan","cantaba","cantabas","cantaba","cantábamos","cantabais","cantaban","canté","cantaste","cantó","cantamos","cantasteis","cantaron","cantaré","cantarás","cantará","cantaremos","cantaréis","cantarán","cantaría","cantarías","cantaría","cantaríamos","cantaríais","cantarían","cante","cantes","cante","cantemos","cantéis","canten","cantara","cantaras","cantara","cantáramos","cantarais","cantaran",,"canta","cante","cantemos","cantad","canten",,"cantes","cante","cantemos","cantéis","canten","cantando","cantado"
"caracterizar","['zar']",,,"caracterizo","caracterizas","caracteriza","caracterizamos","caracterizáis","caracterizan","caracterizaba","caracterizabas","caracterizaba","caracterizábamos","caracterizabais","caracterizaban","caractericé","caracterizaste","caracterizó","caracterizamos","caracterizasteis","caracterizaron","caracterizaré","caracterizarás","caracterizará","caracterizaremos","caracterizaréis","caracterizarán","caracterizaría","caracterizarías","caracterizaría","caracterizaríamos","caracterizaríais","caracterizarían","caracterice","caracterices","caracterice","caractericemos","caractericéis","caractericen","caracterizara","caracterizaras","caracterizara","caracterizáramos","caracterizarais","caracterizaran",,"caracteriza","caracterice","caractericemos","caracterizad","caractericen",,"caracterices","caracterice","caractericemos","caractericéis","caractericen","caracterizando","caracterizado"
"cargar","['gar']",,,"cargo","cargas","carga","cargamos","cargáis","cargan","cargaba","cargabas","cargaba","cargábamos","cargabais","cargaban","cargué","cargaste","cargó","cargamos","cargasteis","cargaron","cargaré","cargarás","cargará","cargaremos","cargaréis","cargarán","cargaría","cargarías","cargaría","cargaríamos","cargaríais","cargarían","cargue","cargues","cargue","carguemos","carguéis","carguen","cargara","cargaras","cargara","cargáramos","cargarais","cargaran",,"carga","cargue","carguemos","cargad","carguen",,"cargues","cargue","carguemos","carguéis","carguen","cargando","cargado"
"casarse",,,"casar","caso","casas","casa","casamos","casáis","casan","casaba","casabas","casaba","casábamos","casabais","casaban","casé","casaste","casó","casamos","casasteis","casaron","casaré","casarás","casará","casaremos","casaréis","casarán","casaría","casarías","casaría","casaríamos","casaríais","casarían","case","cases","case","casemos","caséis","casen","casara","casaras","casara","casáramos","casarais","casaran",,"cásate","cásese","casémonos","casaos","cásense",,"te cases","cásese","casémonos","os caséis","cásense","casando","casado"
"celebrar",,,,"celebro","celebras","celebra","celebramos","celebráis","celebran","celebraba","celebrabas","celebraba","celebrábamos","celebrabais","celebraban","celebré","celebraste","celebró","celebramos","celebrasteis","celebraron","celebraré","celebrarás","celebrará","celebraremos","celebraréis","celebrarán","celebraría","celebrarías","celebraría","celebraríamos","celebraríais","celebrarían","celebre","celebres","celebre","celebremos","celebréis","celebren","celebrara","celebraras","celebrara","celebráramos","celebrarais","celebraran",,"celebra","celebre","celebremos","celebrad","celebren",,"celebres","celebre","celebremos","celebréis","celebren","celebrando","celebrado"
"cenar",,,,"ceno","cenas","cena","cenamos","cenáis","cenan","cenaba","cenabas","cenaba","cenábamos","cenabais","cenaban","cené","cenaste","cenó","cenamos","cenasteis","cenaron","cenaré","cenarás","cenará","cenaremos","cenaréis","cenarán","cenaría","cenarías","cenaría","cenaríamos","cenaríais","cenarían","cene","cenes","cene","cenemos","cenéis","cenen","cenara","cenaras","cenara","cenáramos","cenarais","cenaran",,"cena","cene","cenemos","cenad","cenen",,"cenes","cene","cenemos","cenéis","cenen","cenando","cenado"
"cepillar",,,,"cepillo","cepillas","cepilla","cepillamos","cepilláis","cepillan","cepillaba","cepillabas","cepillaba","cepillábamos","cepillabais","cepillaban","cepillé","cepillaste","cepilló","cepillamos","cepillasteis","cepillaron","cepillaré","cepillarás","cepillará","cepillaremos","cepillaréis","cepillarán","cepillaría","cepillarías","cepillaría","cepillaríamos","cepillaríais","cepillarían","cepille","cepilles","cepille","cepillemos","cepilléis","cepillen","cepillara","cepillaras","cepillara","cepilláramos","cepillarais","cepillaran",,"cepilla","cepille","cepillemos","cepillad","cepillen",,"cepilles","cepille","cepillemos","cepilléis","cepillen","cepillando","cepillado"
"cerrar","[u'e:ie', 'pres_sub_inf']",,,"cierro","cierras","cierra","cerramos","cerráis","cierran","cerraba","cerrabas","cerraba","cerrábamos","cerrabais","cerraban","cerré","cerraste","cerró","cerramos","cerrasteis","cerraron","cerraré","cerrarás","cerrará","cerraremos","cerraréis","cerrarán","cerraría","cerrarías","cerraría","cerraríamos","cerraríais","cerrarían","cierre","cierres","cierre","cerremos","cerréis","cierren","cerrara","cerraras","cerrara","cerráramos","cerrarais","cerraran",,"cierra","cierre","cerremos","cerrad","cierren",,"cierres","cierre","cerremos","cerréis","cierren","cerrando","cerrado"
"certificar","['car']",,,"certifico","certificas","certifica","certificamos","certificáis","certifican","certificaba","certificabas","certificaba","certificábamos","certificabais","certificaban","certifiqué","certificaste","certificó","certificamos","certificasteis","certificaron","certificaré","certificarás","certificará","certificaremos","certificaréis","certificarán","certificaría","certificarías","certificaría","certificaríamos","certificaríais","certificarían","certifique","certifiques","certifique","certifiquemos","certifiquéis","certifiquen","certificara","certificaras","certificara","certificáramos","certificarais","certificaran",,"certifica","certifique","certifiquemos","certificad","certifiquen",,"certifiques","certifique","certifiquemos","certifiquéis","certifiquen","certificando","certificado"
"charlar",,,,"charlo","charlas","charla","charlamos","charláis","charlan","charlaba","charlabas","charlaba","charlábamos","charlabais","charlaban","charlé","charlaste","charló","charlamos","charlasteis","charlaron","charlaré","charlarás","charlará","charlaremos","charlaréis","charlarán","charlaría","charlarías","charlaría","charlaríamos","charlaríais","charlarían","charle","charles","charle","charlemos","charléis","charlen","charlara","charlaras","charlara","charláramos","charlarais","charlaran",,"charla","charle","charlemos","charlad","charlen",,"charles","charle","charlemos","charléis","charlen","charlando","charlado"
"chistar",,,,"chisto","chistas","chista","chistamos","chistáis","chistan","chistaba","chistabas","chistaba","chistábamos","chistabais","chistaban","chisté","chistaste","chistó","chistamos","chistasteis","chistaron","chistaré","chistarás","chistará","chistaremos","chistaréis","chistarán","chistaría","chistarías","chistaría","chistaríamos","chistaríais","chistarían","chiste","chistes","chiste","chistemos","chistéis","chisten","chistara","chistaras","chistara","chistáramos","chistarais","chistaran",,"chista","chiste","chistemos","chistad","chisten",,"chistes","chiste","chistemos","chistéis","chisten","chistando","chistado"
"chupar",,,,"chupo","chupas","chupa","chupamos","chupáis","chupan","chupaba","chupabas","chupaba","chupábamos","chupabais","chupaban","chupé","chupaste","chupó","chupamos","chupasteis","chuparon","chuparé","chuparás","chupará","chuparemos","chuparéis","chuparán","chuparía","chuparías","chuparía","chuparíamos","chuparíais","chuparían","chupe","chupes","chupe","chupemos","chupéis","chupen","chupara","chuparas","chupara","chupáramos","chuparais","chuparan",,"chupa","chupe","chupemos","chupad","chupen",,"chupes","chupe","chupemos","chupéis","chupen","chupando","chupado"
"cocinar",,,,"cocino","cocinas","cocina","cocinamos","cocináis","cocinan","cocinaba","cocinabas","cocinaba","cocinábamos","cocinabais","cocinaban","cociné","cocinaste","cocinó","cocinamos","cocinasteis","cocinaron","cocinaré","cocinarás","cocinará","cocinaremos","cocinaréis","cocinarán","cocinaría","cocinarías","cocinaría","cocinaríamos","cocinaríais","cocinarían","cocine","cocines","cocine","cocinemos","cocinéis","cocinen","cocinara","cocinaras","cocinara","cocináramos","cocinarais","cocinaran",,"cocina","cocine","cocinemos","cocinad","cocinen",,"cocines","cocine","cocinemos","cocinéis","cocinen","cocinando","cocinado"
"coger","['ger']",,,"cojo","coges","coge","cogemos","cogéis","cogen","cogía","cogías","cogía","cogíamos","cogíais","cogían","cogí","cogiste","cogió","cogimos","cogisteis","cogieron","cogeré","cogerás","cogerá","cogeremos","cogeréis","cogerán","cogería","cogerías","cogería","cogeríamos","cogeríais","cogerían","coja","cojas","coja","cojamos","cojáis","cojan","cogiera","cogieras","cogiera","cogiéramos","cogierais","cogieran",,"coge","coja","cojamos","coged","cojan",,"cojas","coja","cojamos","cojáis","cojan","cogiendo","cogido"
"colegir","['gir', u'e_gir', u'e:i', u'stem_changing_ir_e:i']",,,"colijo","coliges","colige","colegimos","colegís","coligen","colegía","colegías","colegía","colegíamos","colegíais","colegían","colegí","colegiste","coligió","colegimos","colegisteis","coligieron","colegiré","colegirás","colegirá","colegiremos","colegiréis","colegirán","colegiría","colegirías","colegiría","colegiríamos","colegiríais","colegirían","colija","colijas","colija","colijamos","colijáis","colijan","coligiera","coligieras","coligiera","coligiéramos","coligierais","coligieran",,"colige","colija","colijamos","colegid","colijan",,"colijas","colija","colijamos","colijáis","colijan","coligiendo","colegido"
"colgar","['gar']",,,"colgo","colgas","colga","colgamos","colgáis","colgan","colgaba","colgabas","colgaba","colgábamos","colgabais","colgaban","colgué","colgaste","colgó","colgamos","colgasteis","colgaron","colgaré","colgarás","colgará","colgaremos","colgaréis","colgarán","colgaría","colgarías","colgaría","colgaríamos","colgaríais","colgarían","colgue","colgues","colgue","colguemos","colguéis","colguen","colgara","colgaras","colgara","colgáramos","colgarais","colgaran",,"colga","colgue","colguemos","colgad","colguen",,"colgues","colgue","colguemos","colguéis","colguen","colgando","colgado"
"colocar","['car']",,,"coloco","colocas","coloca","colocamos","colocáis","colocan","colocaba","colocabas","colocaba","colocábamos","colocabais","colocaban","coloqué","colocaste","colocó","colocamos","colocasteis","colocaron","colocaré","colocarás","colocará","colocaremos","colocaréis","colocarán","colocaría","colocarías","colocaría","colocaríamos","colocaríais","colocarían","coloque","coloques","coloque","coloquemos","coloquéis","coloquen","colocara","colocaras","colocara","colocáramos","colocarais","colocaran",,"coloca","coloque","coloquemos","colocad","coloquen",,"coloques","coloque","coloquemos","coloquéis","coloquen","colocando","colocado"
"comenzar","[u'e:ie', 'zar', 'pres_sub_inf']",,,"comienzo","comienzas","comienza","comenzamos","comenzáis","comienzan","comenzaba","comenzabas","comenzaba","comenzábamos","comenzabais","comenzaban","comencé","comenzaste","comenzó","comenzamos","comenzasteis","comenzaron","comenzaré","comenzarás","comenzará","comenzaremos","comenzaréis","comenzarán","comenzaría","comenzarías","comenzaría","comenzaríamos","comenzaríais","comenzarían","comience","comiences","comience","comenzemos","comenzéis","comiencen","comenzara","comenzaras","comenzara","comenzáramos","comenzarais","comenzaran",,"comienza","comience","comenzemos","comenzad","comiencen",,"comiences","comience","comenzemos","comenzéis","comiencen","comenzando","comenzado"
"comer",,,,"como","comes","come","comemos","coméis","comen","comía","comías","comía","comíamos","comíais","comían","comí","comiste","comió","comimos","comisteis","comieron","comeré","comerás","comerá","comeremos","comeréis","comerán","comería","comerías","comería","comeríamos","comeríais","comerían","coma","comas","coma","comamos","comáis","coman","comiera","comieras","comiera","comiéramos","comierais","comieran",,"come","coma","comamos","comed","coman",,"comas","coma","comamos","comáis","coman","comiendo","comido"
"componer","[u'go', u'e_and_o', u'poner_irregular']",,"poner","compongo","compones","compone","componemos","componéis","componen","componía","componías","componía","componíamos","componíais","componían","compuse","compusiste","compuso","compusimos","compusisteis","compusieron","componeré","componerás","componerá","componeremos","componeréis","componerán","componería","componerías","componería","componeríamos","componeríais","componerían","componga","compongas","componga","compongamos","compongáis","compongan","compusiera","compusieras","compusiera","compusiéramos","compusierais","compusieran",,"compón","componga","compongamos","componed","compongan",,"compongas","componga","compongamos","compongáis","compongan","componiendo","componido"
"comprar",,,,"compro","compras","compra","compramos","compráis","compran","compraba","comprabas","compraba","comprábamos","comprabais","compraban","compré","compraste","compró","compramos","comprasteis","compraron","compraré","comprarás","comprará","compraremos","compraréis","comprarán","compraría","comprarías","compraría","compraríamos","compraríais","comprarían","compre","compres","compre","compremos","compréis","compren","comprara","compraras","comprara","compráramos","comprarais","compraran",,"compra","compre","compremos","comprad","compren",,"compres","compre","compremos","compréis","compren","comprando","comprado"
"comprender",,,,"comprendo","comprendes","comprende","comprendemos","comprendéis","comprenden","comprendía","comprendías","comprendía","comprendíamos","comprendíais","comprendían","comprendí","comprendiste","comprendió","comprendimos","comprendisteis","comprendieron","comprenderé","comprenderás","comprenderá","comprenderemos","comprenderéis","comprenderán","comprendería","comprenderías","comprendería","comprenderíamos","comprenderíais","comprenderían","comprenda","comprendas","comprenda","comprendamos","comprendáis","comprendan","comprendiera","comprendieras","comprendiera","comprendiéramos","comprendierais","comprendieran",,"comprende","comprenda","comprendamos","comprended","comprendan",,"comprendas","comprenda","comprendamos","comprendáis","comprendan","comprendiendo","comprendido"
"conducir","['ducir', u'e_and_o', 'v_cir']",,,"conduzco","conduces","conduce","conducimos","conducís","conducen","conducía","conducías","conducía","conducíamos","conducíais","conducían","conduje","condujiste","condujo","condujimos","condujisteis","condujeron","conduciré","conducirás","conducirá","conduciremos","conduciréis","conducirán","conduciría","conducirías","conduciría","conduciríamos","conduciríais","conducirían","conduzca","conduzcas","conduzca","conduzcamos","conduzcáis","conduzcan","condujera","condujeras","condujera","condujéramos","condujerais","condujeran",,"conduce","conduzca","conduzcamos","conducid","conduzcan",,"conduzcas","conduzca","conduzcamos","conduzcáis","conduzcan","conduciendo","conducido"
