full_phrase,present_yo,present_tú,present_usted,present_nosotros,present_vosotros,present_ustedes,incomplete_past_yo,incomplete_past_tú,incomplete_past_usted,incomplete_past_nosotros,incomplete_past_vosotros,incomplete_past_ustedes,past_yo,past_tú,past_usted,past_nosotros,past_vosotros,past_ustedes,future_yo,future_tú,future_usted,future_nosotros,future_vosotros,future_ustedes,conditional_yo,conditional_tú,conditional_usted,conditional_nosotros,conditional_vosotros,conditional_ustedes,present_subjective_yo,present_subjective_tú,present_subjective_usted,present_subjective_nosotros,present_subjective_vosotros,present_subjective_ustedes,past_subjective_yo,past_subjective_tú,past_subjective_usted,past_subjective_nosotros,past_subjective_vosotros,past_subjective_ustedes,imperative_positive_yo,imperative_positive_tú,imperative_positive_usted,imperative_positive_nosotros,imperative_positive_vosotros,imperative_positive_ustedes,imperative_negative_yo,imperative_negative_tú,imperative_negative_usted,imperative_negative_nosotros,imperative_negative_vosotros,imperative_negative_ustedes,gerund,past_participle,adjective
"reunirse","me reúno","te reúnes","se reúne","nos reunimos","os reunís","se reúnen","me reunía","te reunías","se reunía","nos reuníamos","os reuníais","se reunían","me reuní","te reuniste","se reunió","nos reunimos","os reunisteis","se reunieron","me reuniré","te reunirás","se reunirá","nos reuniremos","os reuniréis","se reunirán","me reuniría","te reunirías","se reuniría","nos reuniríamos","os reuniríais","se reunirían","me reúna","te reúnas","se reúna","nos reúnamos","os reunáis","se reúnan","me reuniera","te reunieras","se reuniera","nos reuniéramos","os reunierais","se reunieran",,"reúnete","reúnase","reúnamonos","reuníos","reúnanse",,"te reúnas","reúnase","reúnamonos","os reunáis","reúnanse","reúniendose","reunido","reunido"
"reunir","reúno","reúnes","reúne","reunimos","reunís","reúnen","reunía","reunías","reunía","reuníamos","reuníais","reunían","reuní","reuniste","reunió","reunimos","reunisteis","reunieron","reuniré","reunirás","reunirá","reuniremos","reuniréis","reunirán","reuniría","reunirías","reuniría","reuniríamos","reuniríais","reunirían","reúna","reúnas","reúna","reúnamos","reunáis","reúnan","reuniera","reunieras","reuniera","reuniéramos","reunierais","reunieran",,"reúne","reúna","reúnamos","reunid","reúnan",,"reúnas","reúna","reúnamos","reunáis","reúnan","reúniendo","reunido","reunido"
